#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome 9","NC_000009.12",14807,30472,"-",100287171,"WASHC1","-","XP_011515968.1",440,"WASH complex subunit 1 isoform X9"
"chromosome 9","NC_000009.12",14807,30472,"-",100287171,"WASHC1","-","XP_011515962.1",473,"WASH complex subunit 1 isoform X3"
"chromosome 9","NC_000009.12",14807,30472,"-",100287171,"WASHC1","-","XP_011515961.1",474,"WASH complex subunit 1 isoform X2"
"chromosome 9","NC_000009.12",14807,27655,"-",100287171,"WASHC1","-","XP_011515964.1",464,"WASH complex subunit 1 isoform X5"
"chromosome 9","NC_000009.12",14807,24999,"-",100287171,"WASHC1","-","XP_024303137.1",465,"WASH complex subunit 1 isoform X4"
"chromosome 9","NC_000009.12",14807,24999,"-",100287171,"WASHC1","-","NP_001365019.1",465,"WASH complex subunit 1"
"chromosome 9","NC_000009.12",14807,24999,"-",100287171,"WASHC1","-","NP_878908.4",465,"WASH complex subunit 1"
"chromosome 9","NC_000009.12",14807,24956,"-",100287171,"WASHC1","-","XP_016869660.1",368,"WASH complex subunit 1 isoform X10"
"chromosome 9","NC_000009.12",14807,24956,"-",100287171,"WASHC1","-","XP_016869661.1",368,"WASH complex subunit 1 isoform X10"
"chromosome 9","NC_000009.12",14807,19145,"-",100287171,"WASHC1","-","XP_016869659.1",451,"WASH complex subunit 1 isoform X7"
"chromosome 9","NC_000009.12",14807,19145,"-",100287171,"WASHC1","-","XP_011515966.1",451,"WASH complex subunit 1 isoform X7"
"chromosome 9","NC_000009.12",14807,19145,"-",100287171,"WASHC1","-","XP_016869658.1",452,"WASH complex subunit 1 isoform X6"
"chromosome 9","NC_000009.12",14807,19145,"-",100287171,"WASHC1","-","XP_011515965.1",452,"WASH complex subunit 1 isoform X6"
"chromosome 9","NC_000009.12",14807,19102,"-",100287171,"WASHC1","-","XP_011515967.1",441,"WASH complex subunit 1 isoform X8"
"chromosome 9","NC_000009.12",14807,17421,"-",100287171,"WASHC1","-","XP_024303138.1",264,"WASH complex subunit 1 isoform X11"
"chromosome 9","NC_000009.12",16983,29348,"-",100287171,"WASHC1","-","XP_016869662.1",256,"WASH complex subunit 1 isoform X12"
"chromosome 9","NC_000009.12",116800,118119,"-",2298,"FOXD4","-","NP_997188.2",439,"forkhead box protein D4"
"chromosome 9","NC_000009.12",121467,178969,"-",55871,"CBWD1","-","XP_005251570.1",375,"COBW domain-containing protein 1 isoform X1"
"chromosome 9","NC_000009.12",121467,178969,"-",55871,"CBWD1","-","XP_005251572.1",347,"COBW domain-containing protein 1 isoform X3"
"chromosome 9","NC_000009.12",121467,178969,"-",55871,"CBWD1","-","XP_005251571.1",366,"COBW domain-containing protein 1 isoform X2"
"chromosome 9","NC_000009.12",121467,178969,"-",55871,"CBWD1","-","NP_001138828.1",376,"COBW domain-containing protein 1 isoform 3"
"chromosome 9","NC_000009.12",121467,178969,"-",55871,"CBWD1","-","NP_060961.3",395,"COBW domain-containing protein 1 isoform 1"
"chromosome 9","NC_000009.12",121467,177768,"-",55871,"CBWD1","-","XP_011516263.1",340,"COBW domain-containing protein 1 isoform X4"
"chromosome 9","NC_000009.12",121467,177768,"-",55871,"CBWD1","-","NP_001138827.1",359,"COBW domain-containing protein 1 isoform 2"
"chromosome 9","NC_000009.12",121467,164023,"-",55871,"CBWD1","-","XP_011516265.1",247,"COBW domain-containing protein 1 isoform X6"
"chromosome 9","NC_000009.12",121562,178969,"-",55871,"CBWD1","-","XP_011516264.1",320,"COBW domain-containing protein 1 isoform X5"
"chromosome 9","NC_000009.12",150707,178969,"-",55871,"CBWD1","-","XP_011516266.1",212,"COBW domain-containing protein 1 isoform X9"
"chromosome 9","NC_000009.12",150707,178969,"-",55871,"CBWD1","-","XP_005251574.1",241,"COBW domain-containing protein 1 isoform X7"
"chromosome 9","NC_000009.12",151415,178969,"-",55871,"CBWD1","-","XP_016870414.1",239,"COBW domain-containing protein 1 isoform X8"
"chromosome 9","NC_000009.12",214977,464219,"+",81704,"DOCK8","-","NP_982272.2",2099,"dedicator of cytokinesis protein 8 isoform 1"
"chromosome 9","NC_000009.12",280888,464219,"+",81704,"DOCK8","-","XP_016870663.1",2053,"dedicator of cytokinesis protein 8 isoform X3"
"chromosome 9","NC_000009.12",280888,464219,"+",81704,"DOCK8","-","XP_011516348.1",2053,"dedicator of cytokinesis protein 8 isoform X3"
"chromosome 9","NC_000009.12",286509,464219,"+",81704,"DOCK8","-","XP_016870662.1",2031,"dedicator of cytokinesis protein 8 isoform X1"
"chromosome 9","NC_000009.12",286509,464219,"+",81704,"DOCK8","-","NP_001180465.1",2031,"dedicator of cytokinesis protein 8 isoform 3"
"chromosome 9","NC_000009.12",286509,464219,"+",81704,"DOCK8","-","XP_011516349.1",2031,"dedicator of cytokinesis protein 8 isoform X1"
"chromosome 9","NC_000009.12",286509,464219,"+",81704,"DOCK8","-","XP_011516350.1",2031,"dedicator of cytokinesis protein 8 isoform X1"
"chromosome 9","NC_000009.12",286509,464219,"+",81704,"DOCK8","-","NP_001177387.1",1999,"dedicator of cytokinesis protein 8 isoform 2"
"chromosome 9","NC_000009.12",286509,464219,"+",81704,"DOCK8","-","XP_011516347.1",1999,"dedicator of cytokinesis protein 8 isoform X2"
"chromosome 9","NC_000009.12",368103,464219,"+",81704,"DOCK8","-","XP_011516351.1",1511,"dedicator of cytokinesis protein 8 isoform X4"
"chromosome 9","NC_000009.12",676973,745235,"+",23189,"KANK1","-","NP_001341263.1",1352,"KN motif and ankyrin repeat domain-containing protein 1 isoform L"
"chromosome 9","NC_000009.12",676973,745235,"+",23189,"KANK1","-","XP_024303228.1",1352,"KN motif and ankyrin repeat domain-containing protein 1 isoform X1"
"chromosome 9","NC_000009.12",676973,745235,"+",23189,"KANK1","-","XP_024303229.1",1352,"KN motif and ankyrin repeat domain-containing protein 1 isoform X1"
"chromosome 9","NC_000009.12",676973,745235,"+",23189,"KANK1","-","XP_024303230.1",1352,"KN motif and ankyrin repeat domain-containing protein 1 isoform X1"
"chromosome 9","NC_000009.12",676973,745235,"+",23189,"KANK1","-","XP_024303231.1",1352,"KN motif and ankyrin repeat domain-containing protein 1 isoform X1"
"chromosome 9","NC_000009.12",676973,745235,"+",23189,"KANK1","-","XP_024303232.1",1352,"KN motif and ankyrin repeat domain-containing protein 1 isoform X1"
"chromosome 9","NC_000009.12",676973,745235,"+",23189,"KANK1","-","XP_024303233.1",1352,"KN motif and ankyrin repeat domain-containing protein 1 isoform X1"
"chromosome 9","NC_000009.12",676973,745235,"+",23189,"KANK1","-","XP_024303234.1",1352,"KN motif and ankyrin repeat domain-containing protein 1 isoform X1"
"chromosome 9","NC_000009.12",676973,745235,"+",23189,"KANK1","-","XP_024303235.1",1352,"KN motif and ankyrin repeat domain-containing protein 1 isoform X1"
"chromosome 9","NC_000009.12",676973,745235,"+",23189,"KANK1","-","XP_024303236.1",1352,"KN motif and ankyrin repeat domain-containing protein 1 isoform X1"
"chromosome 9","NC_000009.12",676973,745235,"+",23189,"KANK1","-","NP_001243805.1",1352,"KN motif and ankyrin repeat domain-containing protein 1 isoform L"
"chromosome 9","NC_000009.12",676973,745235,"+",23189,"KANK1","-","NP_001243806.1",1352,"KN motif and ankyrin repeat domain-containing protein 1 isoform L"
"chromosome 9","NC_000009.12",676973,745235,"+",23189,"KANK1","-","NP_055973.2",1352,"KN motif and ankyrin repeat domain-containing protein 1 isoform L"
"chromosome 9","NC_000009.12",676973,745235,"+",23189,"KANK1","-","XP_016870011.1",1272,"KN motif and ankyrin repeat domain-containing protein 1 isoform X3"
"chromosome 9","NC_000009.12",676973,745235,"+",23189,"KANK1","-","NP_001341260.1",1272,"KN motif and ankyrin repeat domain-containing protein 1 isoform c"
"chromosome 9","NC_000009.12",676973,745235,"+",23189,"KANK1","-","XP_024303237.1",1272,"KN motif and ankyrin repeat domain-containing protein 1 isoform X3"
"chromosome 9","NC_000009.12",676973,745235,"+",23189,"KANK1","-","XP_016870006.1",1334,"KN motif and ankyrin repeat domain-containing protein 1 isoform X2"
"chromosome 9","NC_000009.12",676973,745235,"+",23189,"KANK1","-","NP_001341261.1",1334,"KN motif and ankyrin repeat domain-containing protein 1 isoform d"
"chromosome 9","NC_000009.12",676973,745235,"+",23189,"KANK1","-","XP_016870014.1",1254,"KN motif and ankyrin repeat domain-containing protein 1 isoform X4"
"chromosome 9","NC_000009.12",707423,708325,"-",107987042,"LOC107987042","-","XP_016870882.1",300,"phosphatidylinositol 4,5-bisphosphate 5-phosphatase A-like"
"chromosome 9","NC_000009.12",711241,745235,"+",23189,"KANK1","-","NP_001341262.1",1194,"KN motif and ankyrin repeat domain-containing protein 1 isoform S"
"chromosome 9","NC_000009.12",711241,745235,"+",23189,"KANK1","-","NP_001341266.1",1194,"KN motif and ankyrin repeat domain-containing protein 1 isoform S"
"chromosome 9","NC_000009.12",711241,745235,"+",23189,"KANK1","-","NP_001341264.1",1194,"KN motif and ankyrin repeat domain-containing protein 1 isoform S"
"chromosome 9","NC_000009.12",711241,745235,"+",23189,"KANK1","-","NP_001341270.1",1194,"KN motif and ankyrin repeat domain-containing protein 1 isoform S"
"chromosome 9","NC_000009.12",711241,745235,"+",23189,"KANK1","-","XP_024303238.1",1194,"KN motif and ankyrin repeat domain-containing protein 1 isoform X5"
"chromosome 9","NC_000009.12",711241,745235,"+",23189,"KANK1","-","NP_694856.1",1194,"KN motif and ankyrin repeat domain-containing protein 1 isoform S"
"chromosome 9","NC_000009.12",711241,745235,"+",23189,"KANK1","-","NP_001341272.1",1114,"KN motif and ankyrin repeat domain-containing protein 1 isoform g"
"chromosome 9","NC_000009.12",711241,745235,"+",23189,"KANK1","-","NP_001341271.1",1114,"KN motif and ankyrin repeat domain-containing protein 1 isoform g"
"chromosome 9","NC_000009.12",711241,745235,"+",23189,"KANK1","-","NP_001341268.1",1114,"KN motif and ankyrin repeat domain-containing protein 1 isoform g"
"chromosome 9","NC_000009.12",711241,745235,"+",23189,"KANK1","-","NP_001341267.1",1176,"KN motif and ankyrin repeat domain-containing protein 1 isoform f"
"chromosome 9","NC_000009.12",711241,745235,"+",23189,"KANK1","-","NP_001341273.1",1176,"KN motif and ankyrin repeat domain-containing protein 1 isoform f"
"chromosome 9","NC_000009.12",711241,745235,"+",23189,"KANK1","-","NP_001341269.1",1176,"KN motif and ankyrin repeat domain-containing protein 1 isoform f"
