#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome 21","NC_000021.9",5022680,5045606,"+",102723996,"LOC102723996","-","XP_011544380.1",361,"ICOS ligand isoform X2"
"chromosome 21","NC_000021.9",5022680,5034592,"+",102723996,"LOC102723996","-","NP_001350699.1",302,"ICOS ligand precursor"
"chromosome 21","NC_000021.9",5022680,5034096,"+",102723996,"LOC102723996","-","XP_006723962.1",516,"ICOS ligand isoform X1"
"chromosome 21","NC_000021.9",5022680,5034096,"+",102723996,"LOC102723996","-","XP_011544381.1",304,"ICOS ligand isoform X3"
"chromosome 21","NC_000021.9",5117103,5128354,"-",102724023,"GATD3B","-","NP_001350689.1",237,"glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial isoform 2"
"chromosome 21","NC_000021.9",5117103,5128354,"-",102724023,"GATD3B","-","NP_001350687.1",268,"glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial isoform 1"
"chromosome 21","NC_000021.9",5117103,5125928,"-",102724023,"GATD3B","-","NP_001350690.1",182,"glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial isoform 3"
"chromosome 21","NC_000021.9",5131281,5154640,"-",102724159,"LOC102724159","-","NP_001355167.1",919,"periodic tryptophan protein 2 homolog"
"chromosome 21","NC_000021.9",5158521,5231500,"-",102724200,"LOC102724200","-","XP_011544384.3",282,"trafficking protein particle complex subunit 10-like"
"chromosome 21","NC_000021.9",5584973,5590218,"+",102724219,"LOC102724219","-","XP_011544387.2",151,"uncharacterized protein LOC102724219 isoform X1"
"chromosome 21","NC_000021.9",5584973,5590218,"+",102724219,"LOC102724219","-","XP_016883695.1",151,"uncharacterized protein LOC102724219 isoform X1"
"chromosome 21","NC_000021.9",5584973,5588192,"+",102724219,"LOC102724219","-","XP_024307804.1",103,"uncharacterized protein LOC102724219 isoform X3"
"chromosome 21","NC_000021.9",5585825,5590218,"+",102724219,"LOC102724219","-","NP_001308973.1",120,"uncharacterized protein LOC102724219"
"chromosome 21","NC_000021.9",5585825,5590218,"+",102724219,"LOC102724219","-","XP_016883696.1",120,"uncharacterized protein LOC102724219 isoform X2"
"chromosome 21","NC_000021.9",5585825,5590218,"+",102724219,"LOC102724219","-","XP_011544385.1",120,"uncharacterized protein LOC102724219 isoform X2"
"chromosome 21","NC_000021.9",5585825,5590218,"+",102724219,"LOC102724219","-","XP_011544386.1",120,"uncharacterized protein LOC102724219 isoform X2"
"chromosome 21","NC_000021.9",5972953,5973333,"-",102724334,"LOC102724334","-","XP_006723981.1",126,"histone H2B type F-S-like"
"chromosome 21","NC_000021.9",6087671,6088156,"-",102724398,"CH507-42P11.6","-","XP_016884017.1",161,"uncharacterized protein CH507-42P11.6"
"chromosome 21","NC_000021.9",6087671,6088156,"-",102724398,"CH507-42P11.6","-","XP_006723982.1",161,"uncharacterized protein CH507-42P11.6"
"chromosome 21","NC_000021.9",6087671,6088156,"-",102724398,"CH507-42P11.6","-","XP_011544388.1",161,"uncharacterized protein CH507-42P11.6"
"chromosome 21","NC_000021.9",6112084,6121519,"+",102724428,"SIK1B","-","NP_001307572.1",783,"probable serine/threonine-protein kinase SIK1B"
"chromosome 21","NC_000021.9",6112084,6121519,"+",102724428,"SIK1B","-","XP_016883697.1",734,"probable serine/threonine-protein kinase SIK1B isoform X1"
"chromosome 21","NC_000021.9",6134484,6135752,"-",107987288,"LOC107987288","-","XP_016883999.1",338,"uncharacterized protein LOC107987288"
"chromosome 21","NC_000021.9",6140923,6142051,"-",107987289,"LOC107987289","-","XP_016884000.1",336,"helicase SRCAP-like"
"chromosome 21","NC_000021.9",6354252,6356743,"+",107987290,"LOC107987290","-","XP_024307912.1",108,"uncharacterized protein LOC107987290"
"chromosome 21","NC_000021.9",6445558,6463871,"-",102724560,"CBSL","-","NP_001308002.1",551,"cystathionine beta-synthase-like protein isoform a"
"chromosome 21","NC_000021.9",6445558,6463871,"-",102724560,"CBSL","-","NP_001340939.1",551,"cystathionine beta-synthase-like protein isoform a"
"chromosome 21","NC_000021.9",6445558,6463871,"-",102724560,"CBSL","-","NP_001340936.1",551,"cystathionine beta-synthase-like protein isoform a"
"chromosome 21","NC_000021.9",6445558,6463871,"-",102724560,"CBSL","-","NP_001340937.1",551,"cystathionine beta-synthase-like protein isoform a"
"chromosome 21","NC_000021.9",6445558,6463871,"-",102724560,"CBSL","-","NP_001340935.1",551,"cystathionine beta-synthase-like protein isoform a"
"chromosome 21","NC_000021.9",6445558,6463871,"-",102724560,"CBSL","-","NP_001340941.1",551,"cystathionine beta-synthase-like protein isoform a"
"chromosome 21","NC_000021.9",6445558,6463871,"-",102724560,"CBSL","-","NP_001340938.1",551,"cystathionine beta-synthase-like protein isoform a"
"chromosome 21","NC_000021.9",6445558,6463871,"-",102724560,"CBSL","-","NP_001340944.1",565,"cystathionine beta-synthase-like protein isoform b"
"chromosome 21","NC_000021.9",6445558,6463871,"-",102724560,"CBSL","-","NP_001340943.1",565,"cystathionine beta-synthase-like protein isoform b"
"chromosome 21","NC_000021.9",6445558,6459734,"-",102724560,"CBSL","-","XP_016883698.1",568,"cystathionine beta-synthase-like protein isoform X1"
"chromosome 21","NC_000021.9",6445558,6459734,"-",102724560,"CBSL","-","XP_016883699.1",568,"cystathionine beta-synthase-like protein isoform X1"
"chromosome 21","NC_000021.9",6484769,6499172,"-",102724594,"U2AF1L5","-","XP_016883708.1",207,"splicing factor U2AF 35 kDa subunit-like protein isoform X1"
"chromosome 21","NC_000021.9",6484769,6499172,"-",102724594,"U2AF1L5","-","NP_001307575.1",240,"splicing factor U2AF 35 kDa subunit-like protein isoform 1"
"chromosome 21","NC_000021.9",6484769,6499172,"-",102724594,"U2AF1L5","-","XP_016883709.1",207,"splicing factor U2AF 35 kDa subunit-like protein isoform X2"
"chromosome 21","NC_000021.9",6484769,6499172,"-",102724594,"U2AF1L5","-","NP_001307577.1",240,"splicing factor U2AF 35 kDa subunit-like protein isoform 2"
"chromosome 21","NC_000021.9",6484769,6496039,"-",102724594,"U2AF1L5","-","NP_001307579.1",202,"splicing factor U2AF 35 kDa subunit-like protein isoform 3"
"chromosome 21","NC_000021.9",6484769,6487392,"-",102724594,"U2AF1L5","-","NP_001307580.1",167,"splicing factor U2AF 35 kDa subunit-like protein isoform 4"
"chromosome 21","NC_000021.9",6484769,6487392,"-",102724594,"U2AF1L5","-","XP_024307805.1",167,"splicing factor U2AF 35 kDa subunit-like protein isoform X3"
"chromosome 21","NC_000021.9",6484769,6487392,"-",102724594,"U2AF1L5","-","XP_024307806.1",167,"splicing factor U2AF 35 kDa subunit-like protein isoform X3"
"chromosome 21","NC_000021.9",6484769,6487392,"-",102724594,"U2AF1L5","-","XP_024307807.1",167,"splicing factor U2AF 35 kDa subunit-like protein isoform X3"
"chromosome 21","NC_000021.9",6560783,6563964,"+",102724652,"CRYAA2","-","NP_001300979.1",173,"alpha-crystallin A2 chain isoform 1"
"chromosome 21","NC_000021.9",6562016,6563964,"+",102724652,"CRYAA2","-","NP_001307648.1",136,"alpha-crystallin A2 chain isoform 2"
"chromosome 21","NC_000021.9",7080199,7085444,"+",102724843,"LOC102724843","-","XP_016883710.1",151,"uncharacterized protein LOC102724843 isoform X1"
"chromosome 21","NC_000021.9",7080199,7085444,"+",102724843,"LOC102724843","-","XP_016883711.1",151,"uncharacterized protein LOC102724843 isoform X1"
"chromosome 21","NC_000021.9",7080199,7085444,"+",102724843,"LOC102724843","-","XP_024307808.1",151,"uncharacterized protein LOC102724843 isoform X1"
"chromosome 21","NC_000021.9",7080199,7083418,"+",102724843,"LOC102724843","-","XP_024307809.1",103,"uncharacterized protein LOC102724843 isoform X3"
"chromosome 21","NC_000021.9",7081051,7085444,"+",102724843,"LOC102724843","-","NP_001308976.1",120,"uncharacterized protein LOC102724843"
"chromosome 21","NC_000021.9",7081051,7085444,"+",102724843,"LOC102724843","-","XP_016883712.1",120,"uncharacterized protein LOC102724843 isoform X2"
"chromosome 21","NC_000021.9",7081051,7085444,"+",102724843,"LOC102724843","-","XP_016883713.1",120,"uncharacterized protein LOC102724843 isoform X2"
"chromosome 21","NC_000021.9",7081051,7085444,"+",102724843,"LOC102724843","-","XP_011544404.1",120,"uncharacterized protein LOC102724843 isoform X2"
"chromosome 21","NC_000021.9",7081051,7085444,"+",102724843,"LOC102724843","-","XP_011544405.1",120,"uncharacterized protein LOC102724843 isoform X2"
"chromosome 21","NC_000021.9",7461977,7467222,"+",102724951,"LOC102724951","-","XP_011544409.2",151,"uncharacterized protein LOC102724951 isoform X1"
"chromosome 21","NC_000021.9",7461977,7467222,"+",102724951,"LOC102724951","-","XP_016883714.1",151,"uncharacterized protein LOC102724951 isoform X1"
"chromosome 21","NC_000021.9",7461977,7465196,"+",102724951,"LOC102724951","-","XP_024307810.1",103,"uncharacterized protein LOC102724951 isoform X3"
"chromosome 21","NC_000021.9",7462829,7467222,"+",102724951,"LOC102724951","-","NP_001308965.1",120,"uncharacterized protein LOC102724951"
"chromosome 21","NC_000021.9",7462829,7467222,"+",102724951,"LOC102724951","-","XP_016883715.1",120,"uncharacterized protein LOC102724951 isoform X2"
"chromosome 21","NC_000021.9",7462829,7467222,"+",102724951,"LOC102724951","-","XP_011544407.1",120,"uncharacterized protein LOC102724951 isoform X2"
"chromosome 21","NC_000021.9",7462829,7467222,"+",102724951,"LOC102724951","-","XP_011544408.1",120,"uncharacterized protein LOC102724951 isoform X2"
"chromosome 21","NC_000021.9",7671183,7692162,"-",102723360,"LOC102723360","-","NP_001309904.1",124,"uncharacterized protein LOC102723360"
