#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome 11","NC_000011.10",188052,194450,"+",147199,"SCGB1C1","-","XP_005252861.2",138,"secretoglobin family 1C member 1 isoform X1"
"chromosome 11","NC_000011.10",193100,194450,"+",147199,"SCGB1C1","-","NP_663626.2",95,"secretoglobin family 1C member 1 precursor"
"chromosome 11","NC_000011.10",197305,200033,"+",113746,"ODF3","-","NP_444510.2",254,"outer dense fiber protein 3 isoform 1"
"chromosome 11","NC_000011.10",197305,200033,"+",113746,"ODF3","-","NP_001273065.1",207,"outer dense fiber protein 3 isoform 2"
"chromosome 11","NC_000011.10",205302,207321,"-",51272,"BET1L","-","NP_001092257.1",111,"BET1-like protein isoform 1"
"chromosome 11","NC_000011.10",205470,207321,"-",51272,"BET1L","-","NP_057610.2",102,"BET1-like protein isoform 2"
"chromosome 11","NC_000011.10",208855,214350,"+",60626,"RIC8A","-","XP_005253109.1",535,"synembryn-A isoform X1"
"chromosome 11","NC_000011.10",208855,214350,"+",60626,"RIC8A","-","NP_068751.4",537,"synembryn-A isoform 1"
"chromosome 11","NC_000011.10",208855,214350,"+",60626,"RIC8A","-","NP_001273063.1",531,"synembryn-A isoform 2"
"chromosome 11","NC_000011.10",209605,214350,"+",60626,"RIC8A","-","XP_016873596.1",421,"synembryn-A isoform X2"
"chromosome 11","NC_000011.10",216698,236328,"-",23410,"SIRT3","-","NP_001357245.1",175,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial isoform g precursor"
"chromosome 11","NC_000011.10",216698,236328,"-",23410,"SIRT3","-","NP_001357244.1",318,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial isoform f precursor"
"chromosome 11","NC_000011.10",216698,236328,"-",23410,"SIRT3","-","NP_001357241.1",353,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial isoform d"
"chromosome 11","NC_000011.10",216698,236328,"-",23410,"SIRT3","-","NP_001357243.1",345,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial isoform e"
"chromosome 11","NC_000011.10",216698,236328,"-",23410,"SIRT3","-","NP_036371.1",399,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial isoform a"
"chromosome 11","NC_000011.10",216698,236328,"-",23410,"SIRT3","-","NP_001357239.1",417,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial isoform c"
"chromosome 11","NC_000011.10",216698,233389,"-",23410,"SIRT3","-","NP_001357254.1",187,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial isoform j"
"chromosome 11","NC_000011.10",216698,233389,"-",23410,"SIRT3","-","NP_001357253.1",187,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial isoform j"
"chromosome 11","NC_000011.10",216698,233389,"-",23410,"SIRT3","-","XP_024304178.1",257,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial isoform X3"
"chromosome 11","NC_000011.10",216698,233389,"-",23410,"SIRT3","-","NP_001357248.1",257,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial isoform b"
"chromosome 11","NC_000011.10",216698,233389,"-",23410,"SIRT3","-","NP_001357247.1",257,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial isoform b"
"chromosome 11","NC_000011.10",216698,233389,"-",23410,"SIRT3","-","NP_001357249.1",257,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial isoform b"
"chromosome 11","NC_000011.10",216698,233389,"-",23410,"SIRT3","-","NP_001017524.1",257,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial isoform b"
"chromosome 11","NC_000011.10",216698,233389,"-",23410,"SIRT3","-","XP_016872920.1",275,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial isoform X2"
"chromosome 11","NC_000011.10",216698,233389,"-",23410,"SIRT3","-","NP_001357251.1",275,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial isoform i"
"chromosome 11","NC_000011.10",216698,233389,"-",23410,"SIRT3","-","NP_001357252.1",275,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial isoform i"
"chromosome 11","NC_000011.10",216698,233389,"-",23410,"SIRT3","-","NP_001357250.1",275,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial isoform i"
"chromosome 11","NC_000011.10",216698,233389,"-",23410,"SIRT3","-","XP_011518258.1",275,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial isoform X2"
"chromosome 11","NC_000011.10",216698,233389,"-",23410,"SIRT3","-","XP_011518259.1",275,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial isoform X2"
"chromosome 11","NC_000011.10",216698,224230,"-",23410,"SIRT3","-","NP_001357246.1",127,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial isoform h"
"chromosome 11","NC_000011.10",237050,252600,"+",5719,"PSMD13","-","NP_002808.3",376,"26S proteasome non-ATPase regulatory subunit 13 isoform 1"
