#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome 22","NC_000022.11",15528159,15529139,"+",81061,"OR11H1","-","NP_001005239.1",326,"olfactory receptor 11H1"
"chromosome 22","NC_000022.11",15690078,15719777,"+",23784,"POTEH","-","NP_001129685.1",545,"POTE ankyrin domain family member H"
"chromosome 22","NC_000022.11",16590877,16592550,"-",150160,"CCT8L2","-","NP_055221.1",557,"T-complex protein 1 subunit theta-like 2"
"chromosome 22","NC_000022.11",16783619,16808073,"-",150165,"XKR3","-","XP_016884089.1",459,"XK-related protein 3 isoform X1"
"chromosome 22","NC_000022.11",16783619,16808073,"-",150165,"XKR3","-","NP_787074.2",459,"XK-related protein 3"
"chromosome 22","NC_000022.11",16783619,16808073,"-",150165,"XKR3","-","NP_001305180.1",459,"XK-related protein 3"
"chromosome 22","NC_000022.11",16962733,17008114,"-",128954,"GAB4","-","NP_001353786.1",421,"GRB2-associated-binding protein 4 isoform 2"
"chromosome 22","NC_000022.11",16962733,17008114,"-",128954,"GAB4","-","XP_011544416.1",422,"GRB2-associated-binding protein 4 isoform X2"
"chromosome 22","NC_000022.11",16962733,17008114,"-",128954,"GAB4","-","NP_001032903.1",574,"GRB2-associated-binding protein 4 isoform 1"
"chromosome 22","NC_000022.11",16962733,17008114,"-",128954,"GAB4","-","XP_016884064.1",575,"GRB2-associated-binding protein 4 isoform X1"
"chromosome 22","NC_000022.11",16962733,16991929,"-",128954,"GAB4","-","XP_011544417.1",351,"GRB2-associated-binding protein 4 isoform X4"
"chromosome 22","NC_000022.11",16962733,16989557,"-",128954,"GAB4","-","XP_016884065.1",342,"GRB2-associated-binding protein 4 isoform X6"
"chromosome 22","NC_000022.11",16962733,16970153,"-",128954,"GAB4","-","XP_011544419.1",333,"GRB2-associated-binding protein 4 isoform X7"
"chromosome 22","NC_000022.11",16967467,17008114,"-",128954,"GAB4","-","XP_011544418.1",345,"GRB2-associated-binding protein 4 isoform X5"
"chromosome 22","NC_000022.11",17085092,17109820,"+",23765,"IL17RA","-","NP_055154.3",866,"interleukin-17 receptor A isoform 1 precursor"
"chromosome 22","NC_000022.11",17085092,17109820,"+",23765,"IL17RA","-","NP_001276834.1",832,"interleukin-17 receptor A isoform 2 precursor"
"chromosome 22","NC_000022.11",17119391,17121127,"-",27439,"TMEM121B","-","XP_011544427.1",351,"transmembrane protein 121B isoform X2"
"chromosome 22","NC_000022.11",17119391,17121127,"-",27439,"TMEM121B","-","NP_114096.1",578,"transmembrane protein 121B isoform a"
"chromosome 22","NC_000022.11",17119391,17121127,"-",27439,"TMEM121B","-","XP_011544426.1",578,"transmembrane protein 121B isoform X1"
"chromosome 22","NC_000022.11",17119391,17120062,"-",27439,"TMEM121B","-","NP_001156551.1",223,"transmembrane protein 121B isoform b"
"chromosome 22","NC_000022.11",17138021,17165244,"-",27440,"HDHD5","-","NP_060299.4",393,"haloacid dehalogenase-like hydrolase domain-containing 5 isoform 1"
"chromosome 22","NC_000022.11",17138021,17159251,"-",27440,"HDHD5","-","XP_011544428.1",355,"haloacid dehalogenase-like hydrolase domain-containing 5 isoform X1"
"chromosome 22","NC_000022.11",17138021,17159251,"-",27440,"HDHD5","-","NP_149061.1",423,"haloacid dehalogenase-like hydrolase domain-containing 5 isoform 2 precursor"
"chromosome 22","NC_000022.11",17138021,17148524,"-",27440,"HDHD5","-","XP_011544429.1",301,"haloacid dehalogenase-like hydrolase domain-containing 5 isoform X2"
"chromosome 22","NC_000022.11",17138021,17145077,"-",27440,"HDHD5","-","XP_016884270.1",262,"haloacid dehalogenase-like hydrolase domain-containing 5 isoform X4"
"chromosome 22","NC_000022.11",17138021,17145077,"-",27440,"HDHD5","-","XP_005261293.1",262,"haloacid dehalogenase-like hydrolase domain-containing 5 isoform X4"
"chromosome 22","NC_000022.11",17138021,17141396,"-",27440,"HDHD5","-","XP_016884272.1",234,"haloacid dehalogenase-like hydrolase domain-containing 5 isoform X5"
"chromosome 22","NC_000022.11",17138021,17141396,"-",27440,"HDHD5","-","XP_016884273.1",234,"haloacid dehalogenase-like hydrolase domain-containing 5 isoform X5"
"chromosome 22","NC_000022.11",17138021,17141396,"-",27440,"HDHD5","-","XP_024308001.1",234,"haloacid dehalogenase-like hydrolase domain-containing 5 isoform X5"
"chromosome 22","NC_000022.11",17138021,17141396,"-",27440,"HDHD5","-","XP_024308000.1",287,"haloacid dehalogenase-like hydrolase domain-containing 5 isoform X3"
"chromosome 22","NC_000022.11",17181483,17209677,"-",51816,"ADA2","-","NP_001269154.1",511,"adenosine deaminase 2 isoform a precursor"
"chromosome 22","NC_000022.11",17181483,17209677,"-",51816,"ADA2","-","NP_001269155.1",511,"adenosine deaminase 2 isoform a precursor"
"chromosome 22","NC_000022.11",17181483,17209677,"-",51816,"ADA2","-","XP_011544435.1",511,"adenosine deaminase 2 isoform X1"
"chromosome 22","NC_000022.11",17181483,17209551,"-",51816,"ADA2","-","NP_001269156.1",469,"adenosine deaminase 2 isoform c"
"chromosome 22","NC_000022.11",17181483,17209551,"-",51816,"ADA2","-","NP_001269157.1",469,"adenosine deaminase 2 isoform c"
"chromosome 22","NC_000022.11",17181483,17207252,"-",51816,"ADA2","-","NP_001269158.1",391,"adenosine deaminase 2 isoform d"
"chromosome 22","NC_000022.11",17181483,17199578,"-",51816,"ADA2","-","NP_803124.1",270,"adenosine deaminase 2 isoform b"
"chromosome 22","NC_000022.11",17181483,17190229,"-",51816,"ADA2","-","XP_006724143.1",283,"adenosine deaminase 2 isoform X2"
"chromosome 22","NC_000022.11",17369784,17552840,"+",27443,"CECR2","-","NP_001276976.1",1464,"cat eye syndrome critical region protein 2 isoform 1"
"chromosome 22","NC_000022.11",17369784,17552840,"+",27443,"CECR2","-","XP_016884274.1",1463,"cat eye syndrome critical region protein 2 isoform X1"
"chromosome 22","NC_000022.11",17369784,17552840,"+",27443,"CECR2","-","XP_011544434.1",1409,"cat eye syndrome critical region protein 2 isoform X5"
"chromosome 22","NC_000022.11",17369784,17552840,"+",27443,"CECR2","-","XP_011544431.1",1436,"cat eye syndrome critical region protein 2 isoform X3"
"chromosome 22","NC_000022.11",17369784,17552840,"+",27443,"CECR2","-","XP_011544430.1",1436,"cat eye syndrome critical region protein 2 isoform X2"
"chromosome 22","NC_000022.11",17474678,17552840,"+",27443,"CECR2","-","XP_024308002.1",1426,"cat eye syndrome critical region protein 2 isoform X4"
"chromosome 22","NC_000022.11",17499494,17552840,"+",27443,"CECR2","-","NP_001276975.1",1300,"cat eye syndrome critical region protein 2 isoform 2"
"chromosome 22","NC_000022.11",17540423,17552840,"+",27443,"CECR2","-","XP_006724142.1",962,"cat eye syndrome critical region protein 2 isoform X6"
"chromosome 22","NC_000022.11",17563681,17590236,"+",83733,"SLC25A18","-","XP_011544451.1",410,"mitochondrial glutamate carrier 2 isoform X1"
"chromosome 22","NC_000022.11",17563681,17590236,"+",83733,"SLC25A18","-","XP_011544452.1",366,"mitochondrial glutamate carrier 2 isoform X2"
"chromosome 22","NC_000022.11",17579945,17590236,"+",83733,"SLC25A18","-","XP_016884457.1",315,"mitochondrial glutamate carrier 2 isoform X3"
"chromosome 22","NC_000022.11",17579945,17590236,"+",83733,"SLC25A18","-","NP_113669.1",315,"mitochondrial glutamate carrier 2"
"chromosome 22","NC_000022.11",17579945,17590236,"+",83733,"SLC25A18","-","NP_001290413.1",315,"mitochondrial glutamate carrier 2"
"chromosome 22","NC_000022.11",17579945,17590236,"+",83733,"SLC25A18","-","XP_011544453.1",315,"mitochondrial glutamate carrier 2 isoform X3"
"chromosome 22","NC_000022.11",17579945,17590236,"+",83733,"SLC25A18","-","XP_011544454.1",315,"mitochondrial glutamate carrier 2 isoform X3"
"chromosome 22","NC_000022.11",17579945,17590236,"+",83733,"SLC25A18","-","XP_011544455.1",315,"mitochondrial glutamate carrier 2 isoform X3"
"chromosome 22","NC_000022.11",17579945,17590236,"+",83733,"SLC25A18","-","XP_011544456.1",315,"mitochondrial glutamate carrier 2 isoform X3"
"chromosome 22","NC_000022.11",17580314,17588018,"-",101929372,"LOC101929372","-","NP_001275636.1",168,"uncharacterized protein LOC101929372"
"chromosome 22","NC_000022.11",17581146,17590236,"+",83733,"SLC25A18","-","XP_016884459.1",272,"mitochondrial glutamate carrier 2 isoform X4"
