#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"mitochondrion MT","NC_012920.1",3307,4262,"+",4535,"ND1","-","YP_003024026.1",318,"NADH dehydrogenase subunit 1 (mitochondrion)"
"mitochondrion MT","NC_012920.1",4470,5511,"+",4536,"ND2","-","YP_003024027.1",347,"NADH dehydrogenase subunit 2 (mitochondrion)"
"mitochondrion MT","NC_012920.1",5904,7445,"+",4512,"COX1","-","YP_003024028.1",513,"cytochrome c oxidase subunit I (mitochondrion)"
"mitochondrion MT","NC_012920.1",7586,8269,"+",4513,"COX2","-","YP_003024029.1",227,"cytochrome c oxidase subunit II (mitochondrion)"
"mitochondrion MT","NC_012920.1",8366,8572,"+",4509,"ATP8","-","YP_003024030.1",68,"ATP synthase F0 subunit 8 (mitochondrion)"
"mitochondrion MT","NC_012920.1",8527,9207,"+",4508,"ATP6","-","YP_003024031.1",226,"ATP synthase F0 subunit 6 (mitochondrion)"
"mitochondrion MT","NC_012920.1",9207,9990,"+",4514,"COX3","-","YP_003024032.1",261,"cytochrome c oxidase subunit III (mitochondrion)"
"mitochondrion MT","NC_012920.1",10059,10404,"+",4537,"ND3","-","YP_003024033.1",115,"NADH dehydrogenase subunit 3 (mitochondrion)"
"mitochondrion MT","NC_012920.1",10470,10766,"+",4539,"ND4L","-","YP_003024034.1",98,"NADH dehydrogenase subunit 4L (mitochondrion)"
"mitochondrion MT","NC_012920.1",10760,12137,"+",4538,"ND4","-","YP_003024035.1",459,"NADH dehydrogenase subunit 4 (mitochondrion)"
"mitochondrion MT","NC_012920.1",12337,14148,"+",4540,"ND5","-","YP_003024036.1",603,"NADH dehydrogenase subunit 5 (mitochondrion)"
"mitochondrion MT","NC_012920.1",14149,14673,"-",4541,"ND6","-","YP_003024037.1",174,"NADH dehydrogenase subunit 6 (mitochondrion)"
"mitochondrion MT","NC_012920.1",14747,15887,"+",4519,"CYTB","-","YP_003024038.1",380,"cytochrome b (mitochondrion)"
