#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome 2","NC_000002.12",41608,46385,"-",642273,"FAM110C","-","NP_001071178.2",321,"protein FAM110C"
"chromosome 2","NC_000002.12",42848,46385,"-",642273,"FAM110C","-","XP_016860180.1",348,"protein FAM110C isoform X2"
"chromosome 2","NC_000002.12",42959,46385,"-",642273,"FAM110C","-","XP_016860178.1",350,"protein FAM110C isoform X1"
"chromosome 2","NC_000002.12",42959,46385,"-",642273,"FAM110C","-","XP_016860179.1",350,"protein FAM110C isoform X1"
"chromosome 2","NC_000002.12",42987,46385,"-",642273,"FAM110C","-","XP_016860181.1",337,"protein FAM110C isoform X3"
"chromosome 2","NC_000002.12",45390,46385,"-",642273,"FAM110C","-","XP_011508674.1",331,"protein FAM110C isoform X4"
"chromosome 2","NC_000002.12",218811,263984,"-",26751,"SH3YL1","-","NP_001153069.1",323,"SH3 domain-containing YSC84-like protein 1 isoform 2"
"chromosome 2","NC_000002.12",218811,263984,"-",26751,"SH3YL1","-","NP_056492.2",342,"SH3 domain-containing YSC84-like protein 1 isoform 1"
"chromosome 2","NC_000002.12",218811,242800,"-",26751,"SH3YL1","-","NP_001269611.1",227,"SH3 domain-containing YSC84-like protein 1 isoform 3"
"chromosome 2","NC_000002.12",218811,242800,"-",26751,"SH3YL1","-","NP_001269616.1",246,"SH3 domain-containing YSC84-like protein 1 isoform 4"
"chromosome 2","NC_000002.12",264965,277304,"+",52,"ACP1","-","NP_004291.1",158,"low molecular weight phosphotyrosine protein phosphatase isoform c"
"chromosome 2","NC_000002.12",264965,277304,"+",52,"ACP1","-","NP_009030.1",158,"low molecular weight phosphotyrosine protein phosphatase isoform b"
"chromosome 2","NC_000002.12",264965,272258,"+",52,"ACP1","-","NP_001035739.1",112,"low molecular weight phosphotyrosine protein phosphatase isoform d"
"chromosome 2","NC_000002.12",280147,287835,"-",285016,"ALKAL2","-","XP_011508644.1",124,"ALK and LTK ligand 2 isoform X3"
"chromosome 2","NC_000002.12",280147,287835,"-",285016,"ALKAL2","-","XP_006711942.1",151,"ALK and LTK ligand 2 isoform X2"
"chromosome 2","NC_000002.12",280147,287835,"-",285016,"ALKAL2","-","NP_001002919.2",152,"ALK and LTK ligand 2 precursor"
"chromosome 2","NC_000002.12",280147,287835,"-",285016,"ALKAL2","-","XP_005264746.1",152,"ALK and LTK ligand 2 isoform X1"
"chromosome 2","NC_000002.12",495070,496214,"+",100996637,"LOC100996637","-","XP_011508736.1",274,"P-selectin glycoprotein ligand 1-like isoform X1"
"chromosome 2","NC_000002.12",495070,495879,"+",100996637,"LOC100996637","-","XP_011508738.1",269,"P-selectin glycoprotein ligand 1-like isoform X2"
"chromosome 2","NC_000002.12",669580,677345,"-",129787,"TMEM18","-","NP_690047.2",140,"transmembrane protein 18 isoform 1"
"chromosome 2","NC_000002.12",669580,676639,"-",129787,"TMEM18","-","NP_001339610.1",143,"transmembrane protein 18 isoform 3"
"chromosome 2","NC_000002.12",669580,675775,"-",129787,"TMEM18","-","NP_001339609.1",127,"transmembrane protein 18 isoform 2"
"chromosome 2","NC_000002.12",774542,778989,"+",105373392,"LOC105373392","-","XP_016860929.1",293,"uncharacterized protein LOC105373392"
"chromosome 2","NC_000002.12",950997,1367474,"+",54221,"SNTG2","-","NP_061841.2",539,"gamma-2-syntrophin"
"chromosome 2","NC_000002.12",1018994,1367474,"+",54221,"SNTG2","-","XP_016859850.1",540,"gamma-2-syntrophin isoform X1"
"chromosome 2","NC_000002.12",1018994,1316265,"+",54221,"SNTG2","-","XP_016859851.1",537,"gamma-2-syntrophin isoform X2"
"chromosome 2","NC_000002.12",1018994,1278711,"+",54221,"SNTG2","-","XP_016859854.1",437,"gamma-2-syntrophin isoform X5"
"chromosome 2","NC_000002.12",1018994,1268095,"+",54221,"SNTG2","-","XP_016859855.1",436,"gamma-2-syntrophin isoform X6"
"chromosome 2","NC_000002.12",1018994,1256446,"+",54221,"SNTG2","-","XP_016859857.1",349,"gamma-2-syntrophin isoform X8"
"chromosome 2","NC_000002.12",1018994,1248674,"+",54221,"SNTG2","-","XP_016859859.1",337,"gamma-2-syntrophin isoform X10"
"chromosome 2","NC_000002.12",1018994,1247970,"+",54221,"SNTG2","-","XP_016859858.1",345,"gamma-2-syntrophin isoform X9"
"chromosome 2","NC_000002.12",1018994,1242800,"+",54221,"SNTG2","-","XP_016859860.1",317,"gamma-2-syntrophin isoform X11"
"chromosome 2","NC_000002.12",1018994,1242800,"+",54221,"SNTG2","-","XP_016859861.1",317,"gamma-2-syntrophin isoform X11"
"chromosome 2","NC_000002.12",1018994,1242787,"+",54221,"SNTG2","-","XP_016859863.1",270,"gamma-2-syntrophin isoform X13"
"chromosome 2","NC_000002.12",1083618,1367474,"+",54221,"SNTG2","-","XP_016859852.1",480,"gamma-2-syntrophin isoform X3"
"chromosome 2","NC_000002.12",1131605,1367474,"+",54221,"SNTG2","-","XP_016859853.1",466,"gamma-2-syntrophin isoform X4"
"chromosome 2","NC_000002.12",1137636,1367474,"+",54221,"SNTG2","-","XP_016859856.1",426,"gamma-2-syntrophin isoform X7"
"chromosome 2","NC_000002.12",1137636,1367474,"+",54221,"SNTG2","-","XP_011508668.1",426,"gamma-2-syntrophin isoform X7"
"chromosome 2","NC_000002.12",1209187,1367474,"+",54221,"SNTG2","-","XP_016859862.1",314,"gamma-2-syntrophin isoform X12"
"chromosome 2","NC_000002.12",1209187,1367474,"+",54221,"SNTG2","-","XP_024308738.1",314,"gamma-2-syntrophin isoform X12"
"chromosome 2","NC_000002.12",1413689,1542592,"+",7173,"TPO","-","XP_011508682.2",941,"thyroid peroxidase isoform X3"
"chromosome 2","NC_000002.12",1413689,1542474,"+",7173,"TPO","-","XP_024308854.1",945,"thyroid peroxidase isoform X2"
"chromosome 2","NC_000002.12",1413689,1542474,"+",7173,"TPO","-","XP_024308858.1",901,"thyroid peroxidase isoform X5"
"chromosome 2","NC_000002.12",1413689,1542474,"+",7173,"TPO","-","XP_024308859.1",888,"thyroid peroxidase isoform X6"
"chromosome 2","NC_000002.12",1413689,1542474,"+",7173,"TPO","-","XP_024308860.1",844,"thyroid peroxidase isoform X7"
"chromosome 2","NC_000002.12",1413689,1542474,"+",7173,"TPO","-","XP_024308861.1",772,"thyroid peroxidase isoform X8"
"chromosome 2","NC_000002.12",1413689,1540915,"+",7173,"TPO","-","XP_024308853.1",947,"thyroid peroxidase isoform X1"
"chromosome 2","NC_000002.12",1414409,1542474,"+",7173,"TPO","-","NP_000538.3",933,"thyroid peroxidase isoform a precursor"
"chromosome 2","NC_000002.12",1414409,1542474,"+",7173,"TPO","-","NP_001193673.1",933,"thyroid peroxidase isoform a precursor"
"chromosome 2","NC_000002.12",1414409,1542474,"+",7173,"TPO","-","NP_783652.1",889,"thyroid peroxidase isoform d precursor"
"chromosome 2","NC_000002.12",1414409,1542474,"+",7173,"TPO","-","NP_783650.1",876,"thyroid peroxidase isoform b precursor"
"chromosome 2","NC_000002.12",1414409,1542474,"+",7173,"TPO","-","NP_001193674.1",876,"thyroid peroxidase isoform b precursor"
"chromosome 2","NC_000002.12",1414409,1542474,"+",7173,"TPO","-","NP_783653.1",760,"thyroid peroxidase isoform e precursor"
"chromosome 2","NC_000002.12",1414409,1540915,"+",7173,"TPO","-","XP_024308855.1",935,"thyroid peroxidase isoform X4"
"chromosome 2","NC_000002.12",1414409,1540915,"+",7173,"TPO","-","XP_024308856.1",935,"thyroid peroxidase isoform X4"
"chromosome 2","NC_000002.12",1414409,1540915,"+",7173,"TPO","-","XP_024308857.1",935,"thyroid peroxidase isoform X4"
"chromosome 2","NC_000002.12",1555173,1556309,"+",102723730,"LOC102723730","-","XP_016860944.1",378,"adhesive plaque matrix protein-like"
"chromosome 2","NC_000002.12",1634204,1744455,"-",7837,"PXDN","-","XP_005264764.1",1455,"peroxidasin homolog isoform X1"
"chromosome 2","NC_000002.12",1634204,1744455,"-",7837,"PXDN","-","NP_036425.1",1479,"peroxidasin homolog precursor"
"chromosome 2","NC_000002.12",1634204,1683666,"-",7837,"PXDN","-","XP_011508698.1",1296,"peroxidasin homolog isoform X2"
"chromosome 2","NC_000002.12",1791236,1979777,"-",23040,"MYT1L","-","XP_016859107.1",1146,"myelin transcription factor 1-like protein isoform X11"
"chromosome 2","NC_000002.12",1791236,1979777,"-",23040,"MYT1L","-","NP_001316775.1",1146,"myelin transcription factor 1-like protein isoform 3"
"chromosome 2","NC_000002.12",1791236,1979777,"-",23040,"MYT1L","-","NP_001316778.1",1148,"myelin transcription factor 1-like protein isoform 4"
"chromosome 2","NC_000002.12",1791236,1979777,"-",23040,"MYT1L","-","XP_016859105.1",1148,"myelin transcription factor 1-like protein isoform X10"
"chromosome 2","NC_000002.12",1791236,1979777,"-",23040,"MYT1L","-","XP_016859104.1",1150,"myelin transcription factor 1-like protein isoform X9"
"chromosome 2","NC_000002.12",1791236,1979777,"-",23040,"MYT1L","-","XP_011508630.1",1169,"myelin transcription factor 1-like protein isoform X8"
"chromosome 2","NC_000002.12",1791236,1979777,"-",23040,"MYT1L","-","XP_011508629.1",1171,"myelin transcription factor 1-like protein isoform X7"
"chromosome 2","NC_000002.12",1791867,1979777,"-",23040,"MYT1L","-","NP_001316776.1",1184,"myelin transcription factor 1-like protein isoform 2"
"chromosome 2","NC_000002.12",1791867,1979777,"-",23040,"MYT1L","-","NP_001316777.1",1184,"myelin transcription factor 1-like protein isoform 2"
"chromosome 2","NC_000002.12",1791867,1979777,"-",23040,"MYT1L","-","NP_055840.2",1184,"myelin transcription factor 1-like protein isoform 2"
"chromosome 2","NC_000002.12",1791867,1979777,"-",23040,"MYT1L","-","XP_016859100.1",1186,"myelin transcription factor 1-like protein isoform X6"
"chromosome 2","NC_000002.12",1791867,1979777,"-",23040,"MYT1L","-","XP_016859101.1",1186,"myelin transcription factor 1-like protein isoform X6"
"chromosome 2","NC_000002.12",1791867,1979777,"-",23040,"MYT1L","-","XP_016859095.1",1207,"myelin transcription factor 1-like protein isoform X3"
"chromosome 2","NC_000002.12",1791867,1979777,"-",23040,"MYT1L","-","XP_016859096.1",1207,"myelin transcription factor 1-like protein isoform X3"
"chromosome 2","NC_000002.12",1791867,1979777,"-",23040,"MYT1L","-","XP_011508627.1",1207,"myelin transcription factor 1-like protein isoform X3"
"chromosome 2","NC_000002.12",1791867,1979777,"-",23040,"MYT1L","-","NP_001316774.1",1186,"myelin transcription factor 1-like protein isoform 1"
"chromosome 2","NC_000002.12",1791867,1979777,"-",23040,"MYT1L","-","NP_001316773.1",1186,"myelin transcription factor 1-like protein isoform 1"
"chromosome 2","NC_000002.12",1791867,1979777,"-",23040,"MYT1L","-","NP_001289981.1",1186,"myelin transcription factor 1-like protein isoform 1"
"chromosome 2","NC_000002.12",1791867,1979777,"-",23040,"MYT1L","-","XP_011508628.1",1188,"myelin transcription factor 1-like protein isoform X5"
"chromosome 2","NC_000002.12",1791867,1979777,"-",23040,"MYT1L","-","XP_011508626.1",1207,"myelin transcription factor 1-like protein isoform X2"
"chromosome 2","NC_000002.12",1791867,1979777,"-",23040,"MYT1L","-","XP_016859093.1",1209,"myelin transcription factor 1-like protein isoform X1"
"chromosome 2","NC_000002.12",1791867,1979777,"-",23040,"MYT1L","-","XP_016859094.1",1209,"myelin transcription factor 1-like protein isoform X1"
"chromosome 2","NC_000002.12",1791867,1979777,"-",23040,"MYT1L","-","XP_011508620.1",1209,"myelin transcription factor 1-like protein isoform X1"
"chromosome 2","NC_000002.12",1791867,1979777,"-",23040,"MYT1L","-","XP_011508621.1",1209,"myelin transcription factor 1-like protein isoform X1"
"chromosome 2","NC_000002.12",1791867,1979777,"-",23040,"MYT1L","-","XP_011508622.1",1209,"myelin transcription factor 1-like protein isoform X1"
"chromosome 2","NC_000002.12",1791867,1979777,"-",23040,"MYT1L","-","XP_011508623.1",1209,"myelin transcription factor 1-like protein isoform X1"
"chromosome 2","NC_000002.12",1791867,1979777,"-",23040,"MYT1L","-","XP_011508624.1",1209,"myelin transcription factor 1-like protein isoform X1"
"chromosome 2","NC_000002.12",1791867,1979777,"-",23040,"MYT1L","-","XP_011508625.1",1209,"myelin transcription factor 1-like protein isoform X1"
"chromosome 2","NC_000002.12",1791867,1943192,"-",23040,"MYT1L","-","XP_016859109.1",1111,"myelin transcription factor 1-like protein isoform X12"
"chromosome 2","NC_000002.12",1792309,1979777,"-",23040,"MYT1L","-","NP_001316781.1",1143,"myelin transcription factor 1-like protein isoform 5"
"chromosome 2","NC_000002.12",1792309,1979777,"-",23040,"MYT1L","-","NP_001316780.1",1143,"myelin transcription factor 1-like protein isoform 5"
"chromosome 2","NC_000002.12",1834742,1979777,"-",23040,"MYT1L","-","XP_016859097.1",1198,"myelin transcription factor 1-like protein isoform X4"
"chromosome 2","NC_000002.12",1884022,1979777,"-",23040,"MYT1L","-","XP_011508634.1",926,"myelin transcription factor 1-like protein isoform X15"
