#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome 16","NC_000016.10",47430,53586,"-",51728,"POLR3K","-","NP_057394.3",108,"DNA-directed RNA polymerase III subunit RPC10"
"chromosome 16","NC_000016.10",54017,57143,"+",79622,"SNRNP25","-","NP_078847.2",123,"U11/U12 small nuclear ribonucleoprotein 25 kDa protein"
"chromosome 16","NC_000016.10",58340,65015,"-",64285,"RHBDF1","-","NP_071895.3",855,"inactive rhomboid protein 1"
"chromosome 16","NC_000016.10",58340,65015,"-",64285,"RHBDF1","-","XP_005255551.1",855,"inactive rhomboid protein 1 isoform X3"
"chromosome 16","NC_000016.10",58340,65015,"-",64285,"RHBDF1","-","XP_016879046.1",824,"inactive rhomboid protein 1 isoform X2"
"chromosome 16","NC_000016.10",58340,65015,"-",64285,"RHBDF1","-","XP_016879045.1",878,"inactive rhomboid protein 1 isoform X1"
"chromosome 16","NC_000016.10",58340,65015,"-",64285,"RHBDF1","-","XP_006720984.1",878,"inactive rhomboid protein 1 isoform X1"
"chromosome 16","NC_000016.10",58340,62542,"-",64285,"RHBDF1","-","XP_005255555.1",539,"inactive rhomboid protein 1 isoform X5"
"chromosome 16","NC_000016.10",60042,65015,"-",64285,"RHBDF1","-","XP_016879047.1",615,"inactive rhomboid protein 1 isoform X4"
"chromosome 16","NC_000016.10",78310,85777,"+",4350,"MPG","-","NP_001015052.1",293,"DNA-3-methyladenine glycosylase isoform b"
"chromosome 16","NC_000016.10",79293,85777,"+",4350,"MPG","-","XP_024306050.1",298,"DNA-3-methyladenine glycosylase isoform X1"
"chromosome 16","NC_000016.10",79293,85777,"+",4350,"MPG","-","NP_002425.2",298,"DNA-3-methyladenine glycosylase isoform a"
"chromosome 16","NC_000016.10",79437,85777,"+",4350,"MPG","-","NP_001015054.1",281,"DNA-3-methyladenine glycosylase isoform c"
"chromosome 16","NC_000016.10",86705,138267,"-",8131,"NPRL3","-","NP_001230177.1",544,"GATOR complex protein NPRL3 isoform 4"
"chromosome 16","NC_000016.10",86705,138267,"-",8131,"NPRL3","-","NP_001230178.1",544,"GATOR complex protein NPRL3 isoform 4"
"chromosome 16","NC_000016.10",86705,138267,"-",8131,"NPRL3","-","NP_001070818.1",569,"GATOR complex protein NPRL3 isoform 1"
"chromosome 16","NC_000016.10",86705,119209,"-",8131,"NPRL3","-","NP_001230176.1",491,"GATOR complex protein NPRL3 isoform 3"
"chromosome 16","NC_000016.10",86705,112631,"-",8131,"NPRL3","-","NP_001034565.1",390,"GATOR complex protein NPRL3 isoform 2"
"chromosome 16","NC_000016.10",152910,154400,"+",3050,"HBZ","-","NP_005323.1",142,"hemoglobin subunit zeta"
"chromosome 16","NC_000016.10",165998,166708,"+",3042,"HBM","-","NP_001003938.1",141,"hemoglobin subunit mu"
"chromosome 16","NC_000016.10",172913,173600,"+",3040,"HBA2","-","NP_000508.1",142,"hemoglobin subunit alpha"
"chromosome 16","NC_000016.10",176717,177411,"+",3039,"HBA1","-","NP_000549.1",142,"hemoglobin subunit alpha"
"chromosome 16","NC_000016.10",180487,181108,"+",3049,"HBQ1","-","NP_005322.1",142,"hemoglobin subunit theta-1"
"chromosome 16","NC_000016.10",189198,229339,"-",55692,"LUC7L","-","XP_011520863.1",338,"putative RNA-binding protein Luc7-like 1 isoform X1"
"chromosome 16","NC_000016.10",189198,229339,"-",55692,"LUC7L","-","NP_958815.1",371,"putative RNA-binding protein Luc7-like 1 isoform b"
"chromosome 16","NC_000016.10",189198,220744,"-",55692,"LUC7L","-","XP_016878926.1",318,"putative RNA-binding protein Luc7-like 1 isoform X2"
"chromosome 16","NC_000016.10",189198,220744,"-",55692,"LUC7L","-","XP_005255484.1",318,"putative RNA-binding protein Luc7-like 1 isoform X2"
"chromosome 16","NC_000016.10",189198,208185,"-",55692,"LUC7L","-","XP_016878927.1",285,"putative RNA-binding protein Luc7-like 1 isoform X4"
"chromosome 16","NC_000016.10",189198,208185,"-",55692,"LUC7L","-","XP_005255486.1",285,"putative RNA-binding protein Luc7-like 1 isoform X4"
"chromosome 16","NC_000016.10",189964,229339,"-",55692,"LUC7L","-","XP_024306112.1",292,"putative RNA-binding protein Luc7-like 1 isoform X3"
"chromosome 16","NC_000016.10",189964,229339,"-",55692,"LUC7L","-","NP_060502.1",325,"putative RNA-binding protein Luc7-like 1 isoform a"
"chromosome 16","NC_000016.10",189964,229339,"-",55692,"LUC7L","-","NP_001307155.1",325,"putative RNA-binding protein Luc7-like 1 isoform a"
"chromosome 16","NC_000016.10",189964,220744,"-",55692,"LUC7L","-","NP_001317349.1",272,"putative RNA-binding protein Luc7-like 1 isoform c"
"chromosome 16","NC_000016.10",189964,208185,"-",55692,"LUC7L","-","XP_016878929.1",239,"putative RNA-binding protein Luc7-like 1 isoform X5"
