#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome 4","NC_000004.12",53489,87451,"+",152687,"ZNF595","-","NP_872330.1",648,"zinc finger protein 595 isoform a"
"chromosome 4","NC_000004.12",53489,87451,"+",152687,"ZNF595","-","NP_001272981.1",616,"zinc finger protein 595 isoform b"
"chromosome 4","NC_000004.12",59523,87451,"+",152687,"ZNF595","-","XP_011511700.1",616,"zinc finger protein 595 isoform X1"
"chromosome 4","NC_000004.12",86054,87451,"+",152687,"ZNF595","-","NP_001272982.1",465,"zinc finger protein 595 isoform c"
"chromosome 4","NC_000004.12",86054,87451,"+",152687,"ZNF595","-","NP_001272983.1",465,"zinc finger protein 595 isoform c"
"chromosome 4","NC_000004.12",124671,162122,"+",255403,"ZNF718","-","NP_001034216.2",478,"zinc finger protein 718 isoform a"
"chromosome 4","NC_000004.12",130881,162122,"+",255403,"ZNF718","-","XP_016863468.1",446,"zinc finger protein 718 isoform X1"
"chromosome 4","NC_000004.12",130881,162122,"+",255403,"ZNF718","-","XP_016863469.1",446,"zinc finger protein 718 isoform X1"
"chromosome 4","NC_000004.12",130881,162122,"+",255403,"ZNF718","-","NP_001276860.1",446,"zinc finger protein 718 isoform b"
"chromosome 4","NC_000004.12",130881,162122,"+",255403,"ZNF718","-","NP_001276859.1",446,"zinc finger protein 718 isoform b"
"chromosome 4","NC_000004.12",218640,219397,"+",107986244,"LOC107986244","-","XP_016864378.1",80,"zinc finger protein 141-like"
"chromosome 4","NC_000004.12",271099,305310,"-",654254,"ZNF732","-","NP_001131080.1",585,"zinc finger protein 732"
"chromosome 4","NC_000004.12",337984,383130,"+",7700,"ZNF141","-","NP_001335207.1",201,"zinc finger protein 141 isoform 3"
"chromosome 4","NC_000004.12",337984,373862,"+",7700,"ZNF141","-","NP_003432.1",474,"zinc finger protein 141 isoform 1"
"chromosome 4","NC_000004.12",337984,358425,"+",7700,"ZNF141","-","NP_001335208.1",147,"zinc finger protein 141 isoform 4"
"chromosome 4","NC_000004.12",337984,357958,"+",7700,"ZNF141","-","NP_001335209.1",93,"zinc finger protein 141 isoform 5"
"chromosome 4","NC_000004.12",342244,373862,"+",7700,"ZNF141","-","XP_016864080.1",534,"zinc finger protein 141 isoform X1"
