#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome 10","NC_000010.11",47057,49238,"-",347688,"TUBB8","-","NP_817124.1",444,"tubulin beta-8 chain"
"chromosome 10","NC_000010.11",47057,48675,"-",347688,"TUBB8","-","XP_011517761.1",372,"tubulin beta-8 chain isoform X3"
"chromosome 10","NC_000010.11",47057,48177,"-",347688,"TUBB8","-","XP_011517762.1",291,"tubulin beta-8 chain isoform X2"
"chromosome 10","NC_000010.11",47057,48055,"-",347688,"TUBB8","-","XP_016871681.1",332,"tubulin beta-8 chain isoform X1"
"chromosome 10","NC_000010.11",47057,48055,"-",347688,"TUBB8","-","XP_016871682.1",332,"tubulin beta-8 chain isoform X1"
"chromosome 10","NC_000010.11",134843,252470,"+",10771,"ZMYND11","-","NP_001357045.1",580,"zinc finger MYND domain-containing protein 11 isoform k"
"chromosome 10","NC_000010.11",134843,252470,"+",10771,"ZMYND11","-","NP_001357049.1",526,"zinc finger MYND domain-containing protein 11 isoform o"
"chromosome 10","NC_000010.11",180013,252470,"+",10771,"ZMYND11","-","NP_001357031.1",602,"zinc finger MYND domain-containing protein 11 isoform a"
"chromosome 10","NC_000010.11",180013,252470,"+",10771,"ZMYND11","-","NP_001357027.1",602,"zinc finger MYND domain-containing protein 11 isoform a"
"chromosome 10","NC_000010.11",180013,252470,"+",10771,"ZMYND11","-","NP_001357029.1",602,"zinc finger MYND domain-containing protein 11 isoform a"
"chromosome 10","NC_000010.11",180013,252470,"+",10771,"ZMYND11","-","NP_001357028.1",602,"zinc finger MYND domain-containing protein 11 isoform a"
"chromosome 10","NC_000010.11",180013,252470,"+",10771,"ZMYND11","-","NP_001357026.1",602,"zinc finger MYND domain-containing protein 11 isoform a"
"chromosome 10","NC_000010.11",180013,252470,"+",10771,"ZMYND11","-","NP_001357030.1",602,"zinc finger MYND domain-containing protein 11 isoform a"
"chromosome 10","NC_000010.11",180013,252470,"+",10771,"ZMYND11","-","NP_006615.2",602,"zinc finger MYND domain-containing protein 11 isoform a"
"chromosome 10","NC_000010.11",180013,252470,"+",10771,"ZMYND11","-","NP_001357046.1",579,"zinc finger MYND domain-containing protein 11 isoform l"
"chromosome 10","NC_000010.11",180013,252470,"+",10771,"ZMYND11","-","NP_001357048.1",553,"zinc finger MYND domain-containing protein 11 isoform n"
"chromosome 10","NC_000010.11",180013,252470,"+",10771,"ZMYND11","-","NP_001357044.1",601,"zinc finger MYND domain-containing protein 11 isoform j"
"chromosome 10","NC_000010.11",180013,252470,"+",10771,"ZMYND11","-","NP_001357042.1",571,"zinc finger MYND domain-containing protein 11 isoform i"
"chromosome 10","NC_000010.11",180013,252470,"+",10771,"ZMYND11","-","NP_001357043.1",571,"zinc finger MYND domain-containing protein 11 isoform i"
"chromosome 10","NC_000010.11",180013,252470,"+",10771,"ZMYND11","-","NP_001357035.1",548,"zinc finger MYND domain-containing protein 11 isoform c"
"chromosome 10","NC_000010.11",180013,252470,"+",10771,"ZMYND11","-","NP_001357037.1",548,"zinc finger MYND domain-containing protein 11 isoform c"
