#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome 13","NC_000013.11",19173863,19181747,"-",7278,"TUBA3C","-","NP_005992.1",450,"tubulin alpha-3C chain"
"chromosome 13","NC_000013.11",19423062,19503234,"-",93492,"TPTE2","-","NP_570141.3",445,"phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2 isoform alpha"
"chromosome 13","NC_000013.11",19423062,19503234,"-",93492,"TPTE2","-","NP_001135440.1",411,"phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2 isoform delta"
"chromosome 13","NC_000013.11",19423062,19503234,"-",93492,"TPTE2","-","NP_954863.2",522,"phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2 isoform gamma"
"chromosome 13","NC_000013.11",19423062,19438139,"-",93492,"TPTE2","-","NP_001258779.1",193,"phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2 isoform C2"
"chromosome 13","NC_000013.11",19633749,19671875,"+",54737,"MPHOSPH8","-","NP_059990.2",860,"M-phase phosphoprotein 8"
"chromosome 13","NC_000013.11",19633749,19671263,"+",54737,"MPHOSPH8","-","XP_011533426.1",879,"M-phase phosphoprotein 8 isoform X1"
"chromosome 13","NC_000013.11",19677757,19782757,"-",55269,"PSPC1","-","NP_001341837.1",417,"paraspeckle component 1 isoform 2"
"chromosome 13","NC_000013.11",19677757,19782757,"-",55269,"PSPC1","-","XP_011533441.1",417,"paraspeckle component 1 isoform X3"
"chromosome 13","NC_000013.11",19677800,19782757,"-",55269,"PSPC1","-","NP_001350589.1",393,"paraspeckle component 1 isoform 3"
"chromosome 13","NC_000013.11",19677800,19782757,"-",55269,"PSPC1","-","XP_011533439.1",469,"paraspeckle component 1 isoform X1"
"chromosome 13","NC_000013.11",19684696,19782757,"-",55269,"PSPC1","-","XP_011533440.1",447,"paraspeckle component 1 isoform X2"
"chromosome 13","NC_000013.11",19703175,19782757,"-",55269,"PSPC1","-","NP_001035879.1",523,"paraspeckle component 1 isoform 1"
"chromosome 13","NC_000013.11",19703175,19782757,"-",55269,"PSPC1","-","NP_001341838.1",523,"paraspeckle component 1 isoform 1"
"chromosome 13","NC_000013.11",19726661,19782757,"-",55269,"PSPC1","-","XP_011533444.1",406,"paraspeckle component 1 isoform X5"
"chromosome 13","NC_000013.11",19728314,19782757,"-",55269,"PSPC1","-","XP_011533443.1",409,"paraspeckle component 1 isoform X4"
"chromosome 13","NC_000013.11",19824477,19862826,"-",9205,"ZMYM5","-","XP_011533612.1",514,"zinc finger MYM-type protein 5 isoform X3"
"chromosome 13","NC_000013.11",19824477,19862826,"-",9205,"ZMYM5","-","XP_011533611.1",696,"zinc finger MYM-type protein 5 isoform X1"
"chromosome 13","NC_000013.11",19824477,19852180,"-",9205,"ZMYM5","-","NP_001136156.1",669,"zinc finger MYM-type protein 5 isoform 3"
"chromosome 13","NC_000013.11",19824477,19852180,"-",9205,"ZMYM5","-","XP_005266650.1",669,"zinc finger MYM-type protein 5 isoform X2"
"chromosome 13","NC_000013.11",19824477,19852180,"-",9205,"ZMYM5","-","XP_005266651.1",669,"zinc finger MYM-type protein 5 isoform X2"
"chromosome 13","NC_000013.11",19824477,19852180,"-",9205,"ZMYM5","-","XP_006719957.1",669,"zinc finger MYM-type protein 5 isoform X2"
"chromosome 13","NC_000013.11",19824477,19851412,"-",9205,"ZMYM5","-","XP_024305201.1",493,"zinc finger MYM-type protein 5 isoform X4"
"chromosome 13","NC_000013.11",19824477,19851408,"-",9205,"ZMYM5","-","XP_024305202.1",341,"zinc finger MYM-type protein 5 isoform X5"
"chromosome 13","NC_000013.11",19824477,19851408,"-",9205,"ZMYM5","-","XP_024305203.1",341,"zinc finger MYM-type protein 5 isoform X5"
"chromosome 13","NC_000013.11",19835668,19862826,"-",9205,"ZMYM5","-","XP_024305204.1",324,"zinc finger MYM-type protein 5 isoform X6"
"chromosome 13","NC_000013.11",19835679,19862826,"-",9205,"ZMYM5","-","XP_024305205.1",225,"zinc finger MYM-type protein 5 isoform X8"
"chromosome 13","NC_000013.11",19835679,19852180,"-",9205,"ZMYM5","-","XP_024305206.1",198,"zinc finger MYM-type protein 5 isoform X9"
"chromosome 13","NC_000013.11",19837545,19852180,"-",9205,"ZMYM5","-","NP_001034739.1",382,"zinc finger MYM-type protein 5 isoform 1"
"chromosome 13","NC_000013.11",19837781,19862826,"-",9205,"ZMYM5","-","XP_016876340.1",235,"zinc finger MYM-type protein 5 isoform X7"
"chromosome 13","NC_000013.11",19837781,19852180,"-",9205,"ZMYM5","-","NP_001034738.1",208,"zinc finger MYM-type protein 5 isoform 2"
"chromosome 13","NC_000013.11",19965226,20086014,"+",7750,"ZMYM2","-","XP_024305174.1",1399,"zinc finger MYM-type protein 2 isoform X1"
"chromosome 13","NC_000013.11",19965226,20086014,"+",7750,"ZMYM2","-","NP_001340090.1",1312,"zinc finger MYM-type protein 2 isoform 2 precursor"
"chromosome 13","NC_000013.11",19965226,20082088,"+",7750,"ZMYM2","-","XP_011533524.1",1234,"zinc finger MYM-type protein 2 isoform X3"
"chromosome 13","NC_000013.11",19965226,20068110,"+",7750,"ZMYM2","-","XP_024305175.1",1181,"zinc finger MYM-type protein 2 isoform X5"
"chromosome 13","NC_000013.11",19965226,20028083,"+",7750,"ZMYM2","-","XP_024305176.1",671,"zinc finger MYM-type protein 2 isoform X7"
"chromosome 13","NC_000013.11",19993073,20086014,"+",7750,"ZMYM2","-","NP_001340086.1",1377,"zinc finger MYM-type protein 2 isoform 1"
"chromosome 13","NC_000013.11",19993073,20086014,"+",7750,"ZMYM2","-","NP_001340088.1",1377,"zinc finger MYM-type protein 2 isoform 1"
"chromosome 13","NC_000013.11",19993073,20086014,"+",7750,"ZMYM2","-","NP_001340091.1",1377,"zinc finger MYM-type protein 2 isoform 1"
"chromosome 13","NC_000013.11",19993073,20086014,"+",7750,"ZMYM2","-","NP_001340093.1",1377,"zinc finger MYM-type protein 2 isoform 1"
"chromosome 13","NC_000013.11",19993073,20086014,"+",7750,"ZMYM2","-","NP_001177893.1",1377,"zinc finger MYM-type protein 2 isoform 1"
"chromosome 13","NC_000013.11",19993073,20086014,"+",7750,"ZMYM2","-","NP_001177894.1",1377,"zinc finger MYM-type protein 2 isoform 1"
"chromosome 13","NC_000013.11",19993073,20086014,"+",7750,"ZMYM2","-","NP_932072.1",1377,"zinc finger MYM-type protein 2 isoform 1"
