#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome 1","NC_000001.11",14598998,15114635,"+",23254,"KAZN","-","NP_963922.2",775,"kazrin isoform E"
"chromosome 1","NC_000001.11",14598998,15065797,"+",23254,"KAZN","-","XP_016856260.1",421,"kazrin isoform X9"
"chromosome 1","NC_000001.11",14598998,15065797,"+",23254,"KAZN","-","NP_056024.1",421,"kazrin isoform A"
"chromosome 1","NC_000001.11",14598998,15065646,"+",23254,"KAZN","-","NP_001357159.1",304,"kazrin isoform G"
"chromosome 1","NC_000001.11",14924365,15113024,"+",23254,"KAZN","-","XP_011539377.1",875,"kazrin isoform X2"
"chromosome 1","NC_000001.11",14924365,15065797,"+",23254,"KAZN","-","NP_001018000.1",415,"kazrin isoform B"
"chromosome 1","NC_000001.11",14924552,15065797,"+",23254,"KAZN","-","NP_001357158.1",412,"kazrin isoform F"
"chromosome 1","NC_000001.11",14929704,15065797,"+",23254,"KAZN","-","NP_001357160.1",420,"kazrin isoform H"
"chromosome 1","NC_000001.11",14960740,15113024,"+",23254,"KAZN","-","XP_011539378.1",787,"kazrin isoform X4"
"chromosome 1","NC_000001.11",14960740,15113024,"+",23254,"KAZN","-","XP_011539379.1",787,"kazrin isoform X4"
"chromosome 1","NC_000001.11",14960740,15065797,"+",23254,"KAZN","-","NP_001017999.1",327,"kazrin isoform C"
"chromosome 1","NC_000001.11",14960740,15065797,"+",23254,"KAZN","-","NP_001018001.1",327,"kazrin isoform C"
"chromosome 1","NC_000001.11",15164344,15171278,"-",727684,"C1orf195","-","XP_016857711.1",71,"putative uncharacterized protein C1orf195 isoform X1"
"chromosome 1","NC_000001.11",15164344,15171278,"-",727684,"C1orf195","-","NP_001265431.1",71,"putative uncharacterized protein C1orf195 isoform 2"
"chromosome 1","NC_000001.11",15168495,15171278,"-",727684,"C1orf195","-","NP_001265430.1",126,"putative uncharacterized protein C1orf195 isoform 1"
"chromosome 1","NC_000001.11",15215088,15219743,"+",55092,"TMEM51","-","XP_016857079.1",253,"transmembrane protein 51 isoform X1"
"chromosome 1","NC_000001.11",15215088,15219743,"+",55092,"TMEM51","-","NP_001129688.1",253,"transmembrane protein 51 isoform 1"
"chromosome 1","NC_000001.11",15215088,15219743,"+",55092,"TMEM51","-","NP_001129689.1",253,"transmembrane protein 51 isoform 1"
"chromosome 1","NC_000001.11",15215088,15219743,"+",55092,"TMEM51","-","NP_001129690.1",253,"transmembrane protein 51 isoform 1"
"chromosome 1","NC_000001.11",15215088,15219743,"+",55092,"TMEM51","-","XP_005245976.1",253,"transmembrane protein 51 isoform X1"
"chromosome 1","NC_000001.11",15215088,15219743,"+",55092,"TMEM51","-","XP_011539978.1",253,"transmembrane protein 51 isoform X1"
"chromosome 1","NC_000001.11",15215088,15219743,"+",55092,"TMEM51","-","NP_060492.1",253,"transmembrane protein 51 isoform 1"
"chromosome 1","NC_000001.11",15215088,15219393,"+",55092,"TMEM51","-","NP_001306594.1",135,"transmembrane protein 51 isoform 2"
"chromosome 1","NC_000001.11",15236725,15397413,"+",114827,"FHAD1","-","XP_011538882.1",1496,"forkhead-associated domain-containing protein 1 isoform X6"
"chromosome 1","NC_000001.11",15236725,15397413,"+",114827,"FHAD1","-","XP_011538883.1",1496,"forkhead-associated domain-containing protein 1 isoform X6"
"chromosome 1","NC_000001.11",15236725,15397413,"+",114827,"FHAD1","-","XP_011538884.1",1496,"forkhead-associated domain-containing protein 1 isoform X6"
"chromosome 1","NC_000001.11",15236725,15397413,"+",114827,"FHAD1","-","XP_016855692.1",1478,"forkhead-associated domain-containing protein 1 isoform X9"
