#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome 7","NC_000007.14",33696,36848,"-",105375112,"LOC105375112","-","XP_011513966.1",174,"putative protein FAM157B isoform X1"
"chromosome 7","NC_000007.14",177572,179215,"+",105375116,"LOC105375116","-","XP_016868392.1",314,"TRIO and F-actin-binding protein-like"
"chromosome 7","NC_000007.14",193200,259980,"+",56975,"FAM20C","-","XP_016867939.1",671,"extracellular serine/threonine protein kinase FAM20C isoform X1"
"chromosome 7","NC_000007.14",193200,259980,"+",56975,"FAM20C","-","XP_016867940.1",670,"extracellular serine/threonine protein kinase FAM20C isoform X2"
"chromosome 7","NC_000007.14",193200,259980,"+",56975,"FAM20C","-","NP_064608.2",584,"extracellular serine/threonine protein kinase FAM20C precursor"
"chromosome 7","NC_000007.14",193200,252142,"+",56975,"FAM20C","-","XP_016867941.1",447,"extracellular serine/threonine protein kinase FAM20C isoform X3"
"chromosome 7","NC_000007.14",193200,209230,"+",56975,"FAM20C","-","XP_016867942.1",386,"extracellular serine/threonine protein kinase FAM20C isoform X4"
"chromosome 7","NC_000007.14",193200,201190,"+",56975,"FAM20C","-","XP_016867943.1",353,"extracellular serine/threonine protein kinase FAM20C isoform X5"
"chromosome 7","NC_000007.14",201273,259980,"+",56975,"FAM20C","-","XP_016867944.1",350,"extracellular serine/threonine protein kinase FAM20C isoform X6"
"chromosome 7","NC_000007.14",290170,291488,"+",116033993,"FOXL3","-","NP_001361767.1",233,"forkhead box L3"
"chromosome 7","NC_000007.14",498564,520468,"-",5154,"PDGFA","-","XP_011513719.1",241,"platelet-derived growth factor subunit A isoform X3"
"chromosome 7","NC_000007.14",498564,520443,"-",5154,"PDGFA","-","XP_011513720.1",234,"platelet-derived growth factor subunit A isoform X4"
"chromosome 7","NC_000007.14",498564,519001,"-",5154,"PDGFA","-","NP_148983.1",196,"platelet-derived growth factor subunit A isoform 2 preproprotein"
"chromosome 7","NC_000007.14",500444,520468,"-",5154,"PDGFA","-","XP_011513717.1",256,"platelet-derived growth factor subunit A isoform X1"
"chromosome 7","NC_000007.14",500444,520443,"-",5154,"PDGFA","-","XP_011513718.1",249,"platelet-derived growth factor subunit A isoform X2"
"chromosome 7","NC_000007.14",500444,519001,"-",5154,"PDGFA","-","NP_002598.4",211,"platelet-derived growth factor subunit A isoform 1 preproprotein"
"chromosome 7","NC_000007.14",500444,518304,"-",5154,"PDGFA","-","XP_016867778.1",224,"platelet-derived growth factor subunit A isoform X5"
"chromosome 7","NC_000007.14",500444,517858,"-",5154,"PDGFA","-","XP_011513721.1",210,"platelet-derived growth factor subunit A isoform X6"
"chromosome 7","NC_000007.14",550430,711505,"-",5575,"PRKAR1B","-","NP_001158230.1",381,"cAMP-dependent protein kinase type I-beta regulatory subunit"
"chromosome 7","NC_000007.14",550430,711505,"-",5575,"PRKAR1B","-","NP_001158231.1",381,"cAMP-dependent protein kinase type I-beta regulatory subunit"
"chromosome 7","NC_000007.14",550430,711505,"-",5575,"PRKAR1B","-","NP_001158232.1",381,"cAMP-dependent protein kinase type I-beta regulatory subunit"
"chromosome 7","NC_000007.14",550430,711505,"-",5575,"PRKAR1B","-","NP_001158234.1",381,"cAMP-dependent protein kinase type I-beta regulatory subunit"
"chromosome 7","NC_000007.14",550430,711505,"-",5575,"PRKAR1B","-","NP_001158233.1",381,"cAMP-dependent protein kinase type I-beta regulatory subunit"
"chromosome 7","NC_000007.14",550430,711505,"-",5575,"PRKAR1B","-","NP_002726.1",381,"cAMP-dependent protein kinase type I-beta regulatory subunit"
"chromosome 7","NC_000007.14",550430,691551,"-",5575,"PRKAR1B","-","XP_011513748.1",326,"cAMP-dependent protein kinase type I-beta regulatory subunit isoform X1"
"chromosome 7","NC_000007.14",550430,602711,"-",5575,"PRKAR1B","-","XP_016867922.1",251,"cAMP-dependent protein kinase type I-beta regulatory subunit isoform X2"
"chromosome 7","NC_000007.14",726721,785653,"+",54919,"DNAAF5","-","NP_060272.3",855,"dynein assembly factor 5, axonemal"
"chromosome 7","NC_000007.14",726721,785653,"+",54919,"DNAAF5","-","XP_024302581.1",791,"dynein assembly factor 5, axonemal isoform X1"
"chromosome 7","NC_000007.14",729674,785653,"+",54919,"DNAAF5","-","XP_024302582.1",653,"dynein assembly factor 5, axonemal isoform X2"
"chromosome 7","NC_000007.14",817457,843636,"+",23353,"SUN1","-","NP_001165416.1",278,"SUN domain-containing protein 1 isoform d"
"chromosome 7","NC_000007.14",822766,873331,"+",23353,"SUN1","-","NP_001354580.1",923,"SUN domain-containing protein 1 isoform u"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354598.1",794,"SUN domain-containing protein 1 isoform ff"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354634.1",916,"SUN domain-containing protein 1 isoform ppp"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354632.1",885,"SUN domain-containing protein 1 isoform nnn"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354607.1",915,"SUN domain-containing protein 1 isoform oo"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354628.1",884,"SUN domain-containing protein 1 isoform jjj"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354619.1",882,"SUN domain-containing protein 1 isoform aaa"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354570.1",879,"SUN domain-containing protein 1 isoform l"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354611.1",848,"SUN domain-containing protein 1 isoform ss"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354627.1",878,"SUN domain-containing protein 1 isoform iii"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354605.1",846,"SUN domain-containing protein 1 isoform mm"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354604.1",835,"SUN domain-containing protein 1 isoform ll"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354569.1",845,"SUN domain-containing protein 1 isoform k"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354621.1",888,"SUN domain-containing protein 1 isoform ccc"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354606.1",887,"SUN domain-containing protein 1 isoform nn"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354629.1",855,"SUN domain-containing protein 1 isoform kkk"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354603.1",851,"SUN domain-containing protein 1 isoform kk"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354626.1",850,"SUN domain-containing protein 1 isoform hhh"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354622.1",819,"SUN domain-containing protein 1 isoform ddd"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354572.1",849,"SUN domain-containing protein 1 isoform n"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354612.1",813,"SUN domain-containing protein 1 isoform tt"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354617.1",812,"SUN domain-containing protein 1 isoform yy"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354571.1",780,"SUN domain-containing protein 1 isoform m"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354593.1",822,"SUN domain-containing protein 1 isoform aa"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354614.1",791,"SUN domain-containing protein 1 isoform vv"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354625.1",811,"SUN domain-containing protein 1 isoform ggg"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354567.1",821,"SUN domain-containing protein 1 isoform i"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354633.1",789,"SUN domain-containing protein 1 isoform ooo"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354563.1",785,"SUN domain-containing protein 1 isoform a"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354562.1",785,"SUN domain-containing protein 1 isoform a"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001124437.1",785,"SUN domain-containing protein 1 isoform a"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354582.1",754,"SUN domain-containing protein 1 isoform v"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354601.1",774,"SUN domain-containing protein 1 isoform ii"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354623.1",784,"SUN domain-containing protein 1 isoform eee"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354594.1",753,"SUN domain-containing protein 1 isoform bb"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001165415.1",682,"SUN domain-containing protein 1 isoform c"
"chromosome 7","NC_000007.14",832525,873331,"+",23353,"SUN1","-","NP_001354624.1",759,"SUN domain-containing protein 1 isoform fff"
"chromosome 7","NC_000007.14",832525,873267,"+",23353,"SUN1","-","NP_001354631.1",766,"SUN domain-containing protein 1 isoform mmm"
"chromosome 7","NC_000007.14",832525,857335,"+",23353,"SUN1","-","NP_001354616.1",755,"SUN domain-containing protein 1 isoform xx"
"chromosome 7","NC_000007.14",832525,843636,"+",23353,"SUN1","-","NP_001165417.1",257,"SUN domain-containing protein 1 isoform e"
"chromosome 7","NC_000007.14",838871,873331,"+",23353,"SUN1","-","NP_001354595.1",866,"SUN domain-containing protein 1 isoform cc"
"chromosome 7","NC_000007.14",838871,873331,"+",23353,"SUN1","-","NP_001354584.1",855,"SUN domain-containing protein 1 isoform w"
"chromosome 7","NC_000007.14",838871,873331,"+",23353,"SUN1","-","NP_001354620.1",865,"SUN domain-containing protein 1 isoform bbb"
"chromosome 7","NC_000007.14",838871,873331,"+",23353,"SUN1","-","NP_001354565.1",834,"SUN domain-containing protein 1 isoform g"
"chromosome 7","NC_000007.14",838871,873331,"+",23353,"SUN1","-","NP_001354602.1",829,"SUN domain-containing protein 1 isoform jj"
"chromosome 7","NC_000007.14",838871,873331,"+",23353,"SUN1","-","NP_001354635.1",798,"SUN domain-containing protein 1 isoform qqq"
"chromosome 7","NC_000007.14",838871,873331,"+",23353,"SUN1","-","NP_001354575.1",828,"SUN domain-containing protein 1 isoform q"
"chromosome 7","NC_000007.14",838871,873331,"+",23353,"SUN1","-","NP_001354613.1",838,"SUN domain-containing protein 1 isoform uu"
"chromosome 7","NC_000007.14",838871,873331,"+",23353,"SUN1","-","NP_001354610.1",801,"SUN domain-containing protein 1 isoform rr"
"chromosome 7","NC_000007.14",838871,873331,"+",23353,"SUN1","-","NP_001354578.1",800,"SUN domain-containing protein 1 isoform t"
"chromosome 7","NC_000007.14",838871,873331,"+",23353,"SUN1","-","NP_001354597.1",799,"SUN domain-containing protein 1 isoform ee"
"chromosome 7","NC_000007.14",838871,873331,"+",23353,"SUN1","-","NP_001354576.1",768,"SUN domain-containing protein 1 isoform r"
"chromosome 7","NC_000007.14",838871,873331,"+",23353,"SUN1","-","NP_001354609.1",763,"SUN domain-containing protein 1 isoform qq"
"chromosome 7","NC_000007.14",838871,873331,"+",23353,"SUN1","-","NP_001354630.1",752,"SUN domain-containing protein 1 isoform lll"
"chromosome 7","NC_000007.14",838871,873331,"+",23353,"SUN1","-","NP_001354573.1",762,"SUN domain-containing protein 1 isoform o"
